,POLICYNO,PLCYDATE,CLM_FREQ5,CLM_AMT5,CLM_AMT,KIDSDRIV,TRAVTIME,CAR_USE,BLUEBOOK,RETAINED,NPOLICY,CAR_TYPE,RED_CAR,REVOLKED,MVR_PTS,CLM_FLAG,AGE,HOMEKIDS,YOJ,INCOME,GENDER,MARRIED,PARENT1,JOBCLASS,MAX_EDUC,HOME_VAL,SAMEHOME,AREA,IN_YY
163,01787809,10336.0,0,0,0,0,11,Commercial,17300,13,2,Van,yes,No,0,No,50,0,14,-2147483648,M,Yes,No,Clerical,High School,147191,7,Urban,0
164,01816497,9208.0,3,50701,0,0,32,Commercial,11620,1,2,Pickup,no,Yes,0,No,51,0,9,50166,M,No,No,Blue Collar,High School,187297,1,Urban,1
165,01831471,10489.0,0,0,0,0,43,Private,20240,4,3,Sports Car,no,No,0,No,46,0,8,73872,F,Yes,No,Lawyer,Masters,245878,16,Rural,0
166,01859017,10253.0,2,4179,0,0,60,Private,20010,1,1,Sedan,no,No,4,No,50,0,14,73343,F,Yes,No,Manager,High School,254600,8,Urban,1
167,01864492,10337.0,3,3622,6158,0,35,Private,13130,1,1,SUV,no,No,4,Yes,43,2,15,49849,F,No,Yes,Lawyer,Masters,0,20,Urban,1
168,01875285,10715.0,2,1738,4887,1,28,Commercial,15760,4,1,Pickup,no,Yes,4,Yes,39,1,16,12054,F,Yes,No,Student,<High School,0,1,Urban,0
169,01875494,9105.0,2,6891,0,0,50,Commercial,14530,12,1,Sports Car,no,No,5,No,43,3,14,48184,F,Yes,No,Blue Collar,High School,209188,1,Urban,0
170,01889494,8589.0,0,0,5147,0,40,Private,20350,6,1,SUV,no,No,0,Yes,60,3,18,78936,F,Yes,No,Lawyer,Masters,235670,15,Urban,0
171,01919931,10398.0,0,0,0,0,33,Private,7000,4,1,Pickup,no,No,0,No,55,0,0,0,M,No,No,Student,<High School,0,1,Rural,0
172,01933121,9698.0,2,6803,0,0,36,Private,5500,10,1,SUV,no,No,6,No,40,0,10,78914,F,No,No,Manager,Bachelors,229055,10,Urban,0
173,01956290,9984.0,0,0,0,0,49,Private,9570,7,4,Sports Car,no,No,1,No,39,0,6,77125,F,Yes,No,Clerical,Bachelors,210840,13,Urban,0
174,01957324,9514.0,0,0,0,0,5,Private,10230,4,1,Pickup,yes,No,0,No,49,0,-2147483648,38326,M,Yes,No,Lawyer,Masters,133010,17,Urban,0
175,01985638,9025.0,0,0,0,0,29,Private,8490,6,3,Pickup,yes,No,1,No,38,0,14,25835,M,Yes,No,Clerical,High School,109685,12,Urban,0
176,01999647,10636.0,2,974,0,0,31,Private,11940,7,1,Pickup,yes,No,6,No,42,0,12,47660,M,Yes,No,Professional,Masters,180206,18,Urban,0
177,02027525,10112.0,0,0,0,0,16,Private,24930,4,3,Sedan,no,No,3,No,42,0,10,123143,F,No,No,Manager,Masters,306368,14,Urban,0
178,02030290,8934.0,0,0,0,0,24,Commercial,21990,11,2,Pickup,no,No,1,No,49,0,8,22059,F,Yes,No,Clerical,<High School,123924,1,Urban,0
179,02030807,9781.0,3,5877,0,1,26,Private,10170,7,3,SUV,no,No,7,No,36,1,12,50750,F,No,Yes,Manager,Masters,0,14,Urban,0
180,02035565,9233.0,0,0,0,0,35,Commercial,12180,7,2,Pickup,yes,No,0,No,34,1,10,23571,M,No,Yes,Clerical,High School,0,7,Urban,0
181,02043527,10182.0,0,0,0,0,29,Private,18110,7,5,SUV,no,No,1,No,49,0,0,0,F,Yes,No,Home Maker,PhD,79913,1,Urban,0
182,02051025,9052.0,0,0,0,0,39,Private,6040,10,3,Sedan,yes,No,0,No,52,0,12,35631,M,Yes,No,Clerical,High School,155972,1,Urban,0
183,02056157,9255.0,0,0,0,0,37,Private,21200,4,1,Van,yes,No,0,No,50,0,11,129234,M,No,No,Doctor,PhD,0,-2147483648,Urban,0
184,02058606,9001.0,1,6175,0,0,16,Private,11650,10,1,SUV,no,No,2,No,53,0,12,-2147483648,F,No,No,Clerical,<High School,0,7,Urban,0
185,02070960,8701.0,0,0,0,0,45,Commercial,27890,4,2,Panel Truck,no,No,0,No,55,0,14,55409,M,Yes,No,Blue Collar,Bachelors,162237,14,Rural,0
186,02086851,9335.0,1,2235,0,1,30,Private,9740,7,1,SUV,no,No,8,No,40,2,12,35260,F,Yes,No,Blue Collar,<High School,141167,1,Urban,0
187,02098234,9704.0,0,0,0,0,21,Private,18120,8,1,Sedan,no,No,0,No,40,4,15,48067,F,No,Yes,Clerical,Bachelors,186025,8,Urban,0
188,02130777,8607.0,0,0,0,0,21,Private,12490,1,1,SUV,no,No,0,No,45,2,12,64867,F,Yes,No,Lawyer,Masters,210631,10,Urban,1
189,02132724,9235.0,0,0,0,0,14,Private,15920,13,3,Sedan,yes,No,2,No,80,2,23,97716,M,Yes,No,Professional,Bachelors,389344,10,Urban,0
190,02137830,10106.0,2,7437,0,0,48,Commercial,8460,10,1,Pickup,yes,No,6,No,48,0,10,39613,M,Yes,No,Blue Collar,High School,159534,1,Urban,0
191,02139093,9006.0,0,0,0,0,69,Private,14130,1,1,Sedan,yes,No,1,No,37,0,11,-2147483648,M,No,No,Student,High School,-2147483648,-2147483648,Rural,0
192,02142650,10336.0,0,0,0,0,52,Private,10500,6,1,Sports Car,no,No,0,No,40,0,11,49780,F,No,No,Clerical,<High School,0,1,Rural,0
193,02142824,10572.0,0,0,2214,0,37,Commercial,7690,10,1,Pickup,no,No,2,Yes,26,3,9,33283,M,Yes,No,Blue Collar,Bachelors,104323,16,Urban,0
194,02148065,10582.0,0,0,0,0,31,Private,24260,4,1,Sedan,no,No,0,No,45,0,11,60845,F,No,No,Manager,Bachelors,0,18,Urban,0
195,02162945,8824.0,0,0,0,0,43,Private,15080,6,1,SUV,no,Yes,4,No,46,0,7,26697,F,Yes,No,Clerical,<High School,134863,1,Urban,0
196,02178805,10443.0,0,0,6087,0,45,Private,13160,1,1,Sports Car,no,No,0,Yes,42,0,12,136344,F,No,No,Doctor,PhD,0,17,Urban,1
197,02208179,8954.0,3,7650,0,0,55,Private,14960,6,1,Sedan,no,No,5,No,36,0,7,70313,F,Yes,No,Professional,Bachelors,211506,4,Urban,0
198,02219845,9287.0,0,0,0,0,9,Commercial,34510,7,1,Van,no,No,0,No,45,3,15,23773,F,No,Yes,Home Maker,High School,0,1,Rural,0
199,02233962,10004.0,0,0,0,0,28,Private,21660,6,2,Sports Car,no,No,0,No,52,0,11,115713,F,No,No,Professional,Bachelors,327167,11,Rural,0
200,02235985,9648.0,0,0,0,0,17,Commercial,31390,1,2,Panel Truck,yes,No,3,No,41,0,8,55364,M,No,No,Clerical,High School,0,1,Rural,1
201,02248646,10118.0,1,19385,0,0,37,Private,11300,10,2,Sports Car,no,No,4,No,36,0,14,27693,F,Yes,No,Clerical,<High School,130324,7,Urban,0
202,02251507,9482.0,2,25147,0,0,29,Private,27890,13,2,SUV,no,No,0,No,56,0,0,0,F,Yes,No,Home Maker,Bachelors,103058,9,Urban,0
203,02261214,9103.0,3,1175,0,1,34,Private,1500,10,5,Sports Car,no,No,2,No,53,1,0,0,F,Yes,No,Student,<High School,0,7,Rural,0
204,02261269,8673.0,0,0,3894,0,12,Private,1500,6,1,SUV,no,No,0,Yes,39,0,12,32936,F,No,No,Clerical,High School,169721,7,Urban,0
205,02263894,9727.0,0,0,0,0,31,Private,11530,13,1,SUV,no,No,0,No,38,0,11,33151,F,Yes,No,Professional,Bachelors,184852,9,Rural,0
206,02276422,9841.0,3,17445,2659,1,36,Private,16510,4,1,Sedan,no,Yes,0,Yes,45,3,0,0,M,No,Yes,Home Maker,High School,0,1,Urban,0
207,02289476,10207.0,0,0,0,0,73,Private,8560,10,2,Sports Car,no,No,0,No,46,0,14,24575,F,Yes,No,Home Maker,High School,176282,9,Rural,0
208,02300595,10432.0,0,0,0,0,49,Private,5800,10,1,Sedan,yes,No,1,No,43,2,16,32546,M,Yes,No,Clerical,<High School,200891,5,Urban,0
209,02320461,10119.0,1,5537,0,1,21,Private,18820,6,2,SUV,no,No,6,No,54,1,0,0,F,No,Yes,Home Maker,Bachelors,0,9,Urban,0
210,02321817,8641.0,0,0,0,0,44,Commercial,23320,10,1,Panel Truck,no,No,3,No,55,0,16,163158,M,Yes,No,Unknown,Masters,431809,19,Urban,0
211,02327898,8759.0,3,3573,0,0,37,Private,13420,1,1,Sports Car,no,No,3,No,61,0,10,58212,F,Yes,No,Blue Collar,<High School,226638,1,Rural,1
212,02336738,8870.0,0,0,0,0,38,Private,18720,7,1,Van,no,No,2,No,50,0,7,73308,M,No,No,Lawyer,Masters,240645,19,Rural,0
213,02337914,9535.0,3,9873,3705,0,24,Private,17880,7,2,Sports Car,no,No,5,Yes,62,0,12,22181,F,No,No,Clerical,High School,185459,1,Urban,0
214,02352967,8615.0,0,0,6693,0,36,Private,9930,4,2,SUV,no,No,3,Yes,53,0,15,84345,F,Yes,No,Manager,Bachelors,264549,5,Urban,0
215,02364349,9513.0,1,1507,0,0,59,Commercial,10350,14,1,Sedan,yes,No,0,No,52,0,12,24590,M,Yes,No,Blue Collar,High School,166773,-2147483648,Urban,0
216,02365874,10684.0,3,1780,0,0,45,Commercial,27020,7,1,Pickup,no,No,0,No,54,0,15,107808,F,Yes,No,Manager,Bachelors,278940,6,Urban,0
217,02378009,10525.0,0,0,0,0,41,Private,24160,9,1,Sedan,no,No,0,No,53,1,13,52759,F,Yes,No,Professional,Bachelors,164906,13,Rural,0
218,02382666,9284.0,2,5958,0,0,7,Private,25450,6,2,SUV,no,No,5,No,51,0,15,76443,F,Yes,No,Lawyer,Masters,257889,-2147483648,Urban,0
219,02392645,9119.0,0,0,0,0,42,Commercial,7470,7,1,Pickup,no,No,0,No,39,2,12,59685,M,Yes,No,Blue Collar,High School,197089,1,Rural,0
220,02392947,9371.0,1,8450,0,0,38,Private,13740,4,2,Sedan,no,No,0,No,38,0,12,90647,F,Yes,No,Lawyer,Masters,251629,15,Rural,0
221,02412865,9077.0,0,0,4380,0,48,Commercial,10020,13,2,Pickup,yes,No,0,Yes,42,0,10,43174,M,No,No,Blue Collar,<High School,208811,1,Urban,0
222,02420608,9924.0,2,35666,1826,0,41,Private,12930,13,2,Sports Car,no,Yes,0,Yes,31,2,14,30653,F,No,Yes,Clerical,High School,0,7,Urban,0
223,02465546,9306.0,0,0,0,0,51,Commercial,6720,4,1,Pickup,no,No,0,No,44,0,4,146267,M,Yes,No,Unknown,Masters,357184,10,Urban,0
224,02502191,9966.0,0,0,0,0,18,Private,32090,6,3,Sedan,no,No,0,No,41,2,0,0,F,No,Yes,Home Maker,Masters,54130,17,Rural,0
225,02505882,10301.0,0,0,6716,3,54,Private,1500,4,2,SUV,no,No,5,Yes,36,4,0,-2147483648,F,Yes,No,Student,High School,0,10,Urban,0
226,02514305,8887.0,1,9592,0,0,35,Private,15060,7,2,SUV,no,No,0,No,48,1,10,84629,F,Yes,No,Manager,Bachelors,308848,10,Urban,0
227,02518235,9720.0,1,8948,0,0,18,Private,12310,1,1,SUV,no,No,0,No,49,0,13,59148,F,Yes,No,Professional,High School,162428,1,Urban,1
228,02522815,9633.0,2,28026,4644,1,46,Private,24600,1,3,Van,no,Yes,2,Yes,45,2,17,111268,F,Yes,No,Lawyer,Masters,288071,10,Urban,1
229,02530749,8793.0,0,0,0,0,25,Private,14390,1,1,Sedan,yes,No,0,No,47,0,10,81899,M,No,No,Professional,High School,232928,1,Urban,1
230,02545288,8979.0,0,0,0,0,43,Private,26250,8,4,Pickup,no,No,0,No,41,0,10,97700,F,No,No,Home Maker,Bachelors,0,6,Rural,0
231,02546478,9606.0,0,0,0,0,10,Commercial,6120,10,1,SUV,no,No,0,No,45,3,-2147483648,1158,F,Yes,No,Student,High School,0,1,Rural,0
232,02548782,9491.0,0,0,0,0,25,Private,22920,10,1,Pickup,no,No,0,No,53,0,15,114088,F,Yes,No,Manager,High School,306745,8,Urban,0
233,02553330,8719.0,0,0,0,0,27,Private,25700,1,2,Van,no,No,0,No,51,0,13,80621,F,Yes,No,Professional,High School,256152,1,Urban,1
234,02560681,8818.0,0,0,0,0,44,Private,6900,3,3,Sports Car,no,No,0,No,51,1,12,94328,F,Yes,No,Lawyer,Masters,327651,1,Urban,0
235,02569568,9807.0,1,35879,53571,0,37,Commercial,42550,1,2,Panel Truck,yes,Yes,0,Yes,36,3,11,49703,M,No,Yes,Unknown,Masters,253132,20,Urban,0
236,02576489,10284.0,3,6836,0,0,55,Private,8160,1,2,SUV,no,No,0,No,43,0,12,-2147483648,F,No,No,Manager,Bachelors,179229,6,Urban,0
237,02577125,10141.0,3,8569,0,0,32,Commercial,13160,13,2,Sedan,no,Yes,3,No,43,0,11,-2147483648,F,Yes,No,Blue Collar,High School,209570,1,Urban,0
238,02579080,9381.0,0,0,4257,0,31,Private,13850,1,2,SUV,no,No,0,Yes,53,0,13,25289,F,Yes,No,Home Maker,<High School,108139,7,Urban,1
239,02594270,9311.0,0,0,0,0,34,Commercial,24220,4,1,Panel Truck,no,No,3,No,40,0,7,95405,M,No,No,Unknown,Masters,0,14,Urban,0
240,02598778,9251.0,0,0,4277,0,58,Private,14030,3,3,SUV,no,No,0,Yes,31,3,14,26112,F,Yes,No,Clerical,<High School,117229,5,Rural,0
241,02613322,10356.0,0,0,2832,0,9,Private,7800,4,2,SUV,no,Yes,0,Yes,32,3,13,30955,F,No,Yes,Clerical,High School,111256,8,Urban,0
242,02614532,8954.0,0,0,19597,0,40,Private,14870,1,3,SUV,no,No,2,Yes,58,0,12,131560,F,No,No,Doctor,PhD,-2147483648,14,Urban,1
243,02615550,9453.0,0,0,0,0,23,Commercial,6400,10,1,Pickup,yes,No,0,No,49,1,15,89612,M,Yes,No,Professional,Masters,261946,23,Urban,0
244,02641170,8873.0,0,0,0,0,40,Private,23260,17,2,Van,no,No,0,No,50,0,14,90566,F,No,No,Lawyer,Masters,295771,18,Urban,0
245,02643104,10724.0,0,0,0,0,39,Commercial,12240,7,3,Sedan,yes,No,0,No,45,2,12,62447,M,No,Yes,Blue Collar,High School,203472,1,Urban,0
246,02643818,8635.0,0,0,0,0,39,Private,12070,3,3,SUV,no,No,0,No,46,0,5,108701,F,Yes,No,Manager,Masters,337340,17,Urban,0
247,02645760,9814.0,1,3460,0,0,43,Commercial,21070,1,1,Van,no,No,1,No,47,0,12,94774,M,No,No,Manager,High School,254197,13,Urban,1
248,02646312,8553.0,0,0,0,1,40,Commercial,23190,1,1,Sedan,yes,No,0,No,43,2,16,72357,M,Yes,No,Blue Collar,Bachelors,288115,7,Urban,1
249,02648250,9937.0,3,8623,0,0,29,Private,26480,11,1,Sports Car,no,No,5,No,41,0,12,80718,F,No,No,Professional,Bachelors,0,8,Urban,0
250,02660997,10216.0,0,0,0,0,47,Commercial,28380,10,1,Pickup,no,No,2,No,48,0,11,140112,F,No,No,Unknown,PhD,336063,17,Urban,0
251,02661333,9605.0,0,0,0,0,22,Commercial,10950,13,1,Pickup,yes,No,0,No,39,0,11,19016,M,No,No,Professional,High School,173712,8,Rural,0
252,02664505,10612.0,0,0,0,0,55,Private,19810,7,1,Sedan,no,No,1,No,49,0,0,0,F,No,No,Home Maker,High School,0,1,Rural,0
253,02677159,9059.0,0,0,0,0,14,Private,7990,1,1,Sports Car,no,No,0,No,45,0,-2147483648,19909,F,Yes,No,Clerical,<High School,130331,1,Urban,1
254,02685368,8948.0,1,5486,0,0,35,Private,7080,6,2,SUV,no,No,5,No,36,0,-2147483648,4885,F,Yes,No,Lawyer,Masters,99107,17,Urban,0
255,02699477,10482.0,0,0,2738,1,26,Commercial,24130,13,1,Pickup,no,No,0,Yes,59,1,12,119382,F,No,Yes,Manager,Masters,0,16,Urban,0
256,02702536,10046.0,3,4470,0,0,5,Commercial,11380,4,2,Pickup,yes,No,0,No,60,0,13,89511,M,Yes,No,Unknown,Masters,224350,15,Urban,0
257,02718019,10385.0,0,0,0,0,12,Private,19840,3,3,SUV,no,No,0,No,49,0,15,107375,F,Yes,No,Professional,Bachelors,332673,-2147483648,Urban,0
258,02728706,9415.0,0,0,0,0,32,Private,6200,6,2,SUV,no,No,0,No,45,2,13,36947,F,Yes,No,Clerical,High School,165094,1,Urban,0
259,02733748,9015.0,0,0,0,0,38,Commercial,12250,4,2,Sedan,yes,No,6,No,34,2,13,27581,M,No,Yes,Blue Collar,<High School,0,5,Rural,0
260,02740908,9741.0,0,0,1146,0,5,Private,7200,4,1,Pickup,yes,No,0,Yes,57,0,14,8212,M,Yes,No,Student,<High School,0,-2147483648,Urban,0
261,02743427,9039.0,0,0,0,0,81,Private,13420,17,1,Sedan,no,No,1,No,33,1,11,86187,M,No,Yes,Professional,Bachelors,241285,5,Rural,0
262,02746611,9843.0,0,0,0,0,61,Commercial,22280,3,3,Sedan,no,No,1,No,52,0,12,42255,M,No,No,Blue Collar,High School,0,12,Urban,0
263,02758527,8626.0,2,7462,0,0,19,Private,16020,4,2,SUV,no,No,0,No,53,0,13,37646,F,Yes,No,Clerical,High School,-2147483648,10,Urban,0
264,02792169,8702.0,0,0,0,0,41,Commercial,32530,1,1,Sedan,no,No,2,No,57,0,8,-2147483648,F,Yes,No,Blue Collar,Bachelors,261901,9,Urban,0
265,02797470,9628.0,0,0,0,0,40,Private,16800,17,1,SUV,no,No,3,No,37,0,11,116043,F,No,No,Home Maker,Bachelors,0,9,Urban,0
266,02814936,9790.0,0,0,0,0,30,Private,14950,10,1,Sedan,yes,No,0,No,45,2,-2147483648,89479,M,Yes,No,Manager,Bachelors,239934,8,Urban,0
267,02841604,8683.0,3,722,0,0,57,Private,15120,1,3,Sedan,yes,No,0,No,38,0,8,92917,M,No,No,Professional,Bachelors,0,4,Rural,1
268,02846511,8616.0,2,2797,0,0,32,Private,8070,6,1,SUV,no,No,0,No,36,3,7,29741,F,No,Yes,Clerical,<High School,0,7,Urban,0
269,02853797,10332.0,0,0,0,0,5,Commercial,11180,10,1,Pickup,no,No,0,No,51,0,12,3673,M,Yes,No,Student,High School,120377,1,Rural,0
270,02875400,10014.0,3,35577,4658,1,6,Commercial,21770,6,1,Van,yes,Yes,0,Yes,39,2,15,61370,M,No,Yes,Manager,Masters,0,12,Urban,0
271,02881544,10390.0,0,0,0,0,46,Private,2600,6,2,SUV,no,Yes,2,No,51,0,13,32159,F,No,No,Blue Collar,<High School,195096,6,Rural,0
272,02881971,10139.0,0,0,0,2,5,Private,8260,6,1,SUV,no,No,0,No,40,3,14,20126,F,No,Yes,Blue Collar,<High School,138444,1,Urban,0
273,02884311,8600.0,0,0,5259,0,83,Private,30260,3,1,SUV,no,No,0,Yes,54,0,11,44782,F,No,No,Clerical,<High School,148676,9,Urban,0
274,02885096,8564.0,0,0,0,0,56,Commercial,10880,10,1,SUV,no,No,0,No,34,4,14,59828,F,No,Yes,Blue Collar,Bachelors,0,13,Urban,0
275,02898930,8748.0,1,4418,0,1,51,Private,13000,10,1,Sports Car,no,No,0,No,41,2,14,74022,F,Yes,No,Manager,Masters,247884,12,Urban,0
276,02899593,9045.0,4,2592,0,0,9,Commercial,14860,4,1,Sedan,yes,No,1,No,36,0,11,80256,M,Yes,No,Blue Collar,Bachelors,235169,15,Urban,0
277,02901457,10011.0,1,2631,0,0,28,Commercial,22770,4,1,Panel Truck,yes,No,1,No,55,0,14,6094,M,Yes,No,Student,High School,0,1,Urban,0
278,02902734,9795.0,1,9062,0,1,27,Private,14300,1,1,Sedan,no,No,1,No,45,2,0,0,F,Yes,No,Home Maker,Masters,69743,11,Urban,1
279,02909460,10351.0,0,0,3769,2,44,Commercial,7200,4,2,Pickup,no,Yes,3,Yes,45,2,12,30085,M,Yes,No,Clerical,<High School,128194,8,Urban,0
280,02910680,8829.0,2,7628,0,0,17,Private,14520,4,1,Pickup,no,No,7,No,50,0,11,80241,F,No,No,Lawyer,Masters,0,11,Urban,0
281,02914087,8679.0,3,4276,5733,1,29,Commercial,10510,1,1,Pickup,no,No,7,Yes,44,2,15,46140,M,Yes,No,Blue Collar,High School,169084,1,Urban,1
282,02924144,9922.0,0,0,0,0,43,Commercial,27400,14,1,Van,no,No,0,No,55,0,12,55673,F,Yes,No,Blue Collar,Bachelors,245678,13,Urban,0
283,02928529,10164.0,1,3738,4363,0,68,Private,22450,7,2,Sedan,yes,No,8,Yes,44,0,8,32317,M,No,No,Clerical,High School,0,1,Urban,0
284,02931579,9350.0,3,5253,0,0,13,Private,13320,6,1,Sedan,yes,No,0,No,50,0,9,58762,M,No,No,Lawyer,Masters,0,8,Urban,0
285,02935620,8958.0,3,45574,0,0,34,Private,7900,4,2,Sports Car,yes,Yes,0,No,60,0,15,76899,M,Yes,No,Doctor,PhD,270631,14,Urban,0
286,02943406,9623.0,0,0,0,0,19,Commercial,10360,1,1,Pickup,no,No,0,No,40,0,12,48640,M,No,No,Blue Collar,High School,0,4,Rural,1
287,02971860,8981.0,3,9462,0,0,42,Commercial,15760,7,3,Sports Car,no,No,0,No,57,0,6,78592,F,Yes,No,Blue Collar,High School,248326,8,Urban,0
288,02978089,9301.0,0,0,0,0,29,Private,14210,6,1,Sedan,yes,No,1,No,47,0,12,80105,M,No,No,Manager,Masters,0,12,Urban,0
289,02982985,9530.0,1,6544,5523,0,40,Commercial,18150,1,2,Van,no,No,3,Yes,47,0,-2147483648,21282,M,Yes,No,Student,High School,0,-2147483648,Urban,1
290,03011231,8637.0,0,0,7390,0,41,Private,7650,1,1,Sports Car,no,No,8,Yes,64,0,13,61521,F,Yes,No,Lawyer,Masters,248878,9,Urban,1
291,03041763,8824.0,2,7504,1165,0,75,Private,5300,4,5,Sedan,no,No,2,Yes,34,1,9,105554,M,No,Yes,Lawyer,Masters,229868,20,Urban,0
292,03052981,9338.0,0,0,0,0,43,Private,6700,11,2,SUV,no,No,0,No,52,0,6,147666,F,Yes,No,Lawyer,Masters,405910,17,Rural,0
293,03057419,9452.0,2,1052,2362,1,30,Commercial,23900,4,3,Panel Truck,yes,No,1,Yes,42,1,3,69290,M,No,Yes,Unknown,Masters,0,11,Urban,0
294,03063488,10490.0,1,9419,0,2,43,Commercial,5850,1,2,Pickup,yes,No,5,No,41,2,8,-2147483648,M,Yes,No,Student,<High School,0,6,Rural,0
295,03065339,8768.0,0,0,0,0,33,Commercial,13470,11,1,Sedan,yes,No,0,No,41,2,10,78675,M,No,Yes,Blue Collar,Bachelors,265450,3,Urban,0
297,03073032,9884.0,0,0,0,0,5,Private,17480,6,2,Sedan,yes,Yes,2,No,54,0,11,105762,M,No,No,Lawyer,Masters,0,18,Urban,0
298,03075222,8554.0,1,6689,0,0,28,Private,13020,3,2,SUV,no,No,5,No,42,2,11,79185,F,Yes,No,Professional,Bachelors,243880,1,Urban,0
299,03091467,9641.0,0,0,0,0,18,Private,18270,6,2,SUV,no,No,0,No,56,0,13,111702,F,No,No,Manager,PhD,-2147483648,17,Urban,0
300,03097305,9783.0,2,4117,0,0,27,Commercial,23370,4,1,Panel Truck,yes,No,4,No,50,0,10,219024,M,No,No,Unknown,PhD,0,20,Urban,0
301,03099651,9826.0,0,0,0,0,30,Private,7500,1,2,SUV,no,Yes,0,No,59,0,12,5005,F,No,No,Student,High School,158960,-2147483648,Urban,1
302,03119847,8931.0,1,9768,0,0,18,Private,12160,1,1,SUV,no,No,6,No,51,0,10,55573,F,No,No,Lawyer,Masters,0,14,Urban,1
303,03137006,9106.0,0,0,686,0,33,Private,11270,1,1,Pickup,yes,No,0,Yes,53,0,8,61862,M,Yes,No,Doctor,PhD,245885,14,Urban,1
304,03146569,10206.0,2,10177,0,0,27,Commercial,7700,6,1,SUV,no,No,3,No,35,0,11,13760,F,No,No,Student,High School,0,1,Urban,0
305,03154374,10253.0,2,10520,1065,0,63,Private,20090,4,3,Sedan,no,No,1,Yes,54,0,13,88668,F,Yes,No,Lawyer,PhD,316419,14,Urban,0
306,03175353,9900.0,2,20452,5075,0,63,Private,10480,13,1,Sports Car,no,Yes,2,Yes,50,0,13,2657,F,Yes,No,Home Maker,Masters,109134,11,Urban,0
307,03182778,10648.0,3,19030,0,0,40,Commercial,10470,1,1,SUV,no,Yes,9,No,29,1,11,51122,F,Yes,No,Blue Collar,Bachelors,201650,9,Urban,1
308,03185851,10513.0,0,0,0,0,34,Private,7270,1,2,SUV,no,Yes,1,No,32,3,14,21944,F,Yes,No,Blue Collar,<High School,128776,1,Urban,1
309,03190144,10693.0,1,10231,680,0,19,Private,11650,4,3,SUV,no,No,0,Yes,57,0,12,-2147483648,F,No,No,Clerical,High School,0,1,Urban,0
310,03202160,9461.0,2,4784,0,0,43,Commercial,27180,1,2,Panel Truck,no,No,4,No,43,0,10,97953,M,No,No,Blue Collar,Bachelors,0,-2147483648,Urban,1
311,03209325,9955.0,2,35430,0,0,28,Private,14190,4,3,Sports Car,no,Yes,2,No,44,0,0,0,F,Yes,No,Home Maker,Bachelors,104490,8,Urban,0
312,03211799,10096.0,2,10851,0,1,28,Commercial,13800,3,1,SUV,no,No,0,No,38,2,14,83937,F,Yes,No,Blue Collar,Bachelors,234151,10,Urban,0
313,03212766,10193.0,0,0,0,1,49,Private,13340,1,4,SUV,no,Yes,1,No,37,2,14,96188,F,No,Yes,Professional,Bachelors,0,10,Urban,1
314,03216328,9209.0,1,6913,0,1,32,Private,13340,1,2,SUV,no,No,3,No,55,1,14,17820,F,Yes,No,Home Maker,Bachelors,115540,8,Rural,1
315,03230478,9849.0,0,0,0,2,84,Private,5990,17,2,Sports Car,no,Yes,0,No,51,2,14,62894,F,Yes,No,Clerical,Bachelors,228994,10,Rural,0
316,03239901,9522.0,1,9261,2287,1,45,Commercial,11750,1,2,Sedan,no,No,3,Yes,42,2,12,68090,F,No,Yes,Blue Collar,Bachelors,169854,12,Urban,1
317,03246267,9886.0,1,5771,6195,0,34,Commercial,6100,1,2,Pickup,yes,No,5,Yes,45,2,4,25032,F,No,Yes,Clerical,High School,0,1,Rural,1
318,03248383,8994.0,1,5039,4862,0,51,Commercial,23250,1,1,Panel Truck,yes,No,4,Yes,54,0,12,52078,M,Yes,No,Unknown,Masters,194227,18,Urban,0
319,03250806,9504.0,0,0,0,0,23,Private,10000,4,1,SUV,no,No,0,No,48,0,14,42008,F,Yes,No,Lawyer,Masters,176219,14,Rural,0
320,03262428,10562.0,0,0,0,0,17,Private,15910,4,2,SUV,no,No,1,No,54,0,8,90149,F,Yes,No,Manager,Masters,261569,10,Urban,0
321,03281256,10279.0,0,0,0,0,30,Private,16730,13,1,SUV,no,No,0,No,48,0,12,22633,F,Yes,No,Manager,Bachelors,135679,9,Urban,0
322,03286281,9690.0,0,0,0,0,32,Private,4980,6,1,Sedan,no,No,0,No,50,0,0,0,M,Yes,No,Student,<High School,109511,1,Rural,0
323,03288941,10346.0,2,7767,9776,0,44,Commercial,20630,1,3,SUV,no,No,8,Yes,25,1,9,51544,F,No,Yes,Blue Collar,High School,-2147483648,1,Urban,1
324,03332702,10200.0,2,1316,5546,0,5,Commercial,17020,1,2,Van,yes,No,1,Yes,55,0,15,75249,M,No,No,Unknown,Masters,0,21,Urban,0
325,03359111,10094.0,4,8185,0,0,45,Private,13440,1,2,Sedan,no,No,2,No,35,0,9,72389,F,No,No,Lawyer,PhD,213173,10,Urban,1
326,03367360,8620.0,1,4769,3418,0,25,Commercial,22340,1,2,Sports Car,no,No,4,Yes,29,1,8,73842,F,No,Yes,Blue Collar,High School,0,1,Urban,1
327,03375081,8541.0,1,41818,4423,1,33,Private,6000,1,1,Pickup,no,Yes,3,Yes,45,2,0,0,M,No,Yes,Student,<High School,0,1,Urban,1
328,03381777,10166.0,2,663,0,0,34,Private,10370,6,1,SUV,no,No,0,No,37,0,14,-2147483648,F,No,No,Professional,Bachelors,141069,9,Urban,0
